,10歳未満,10代,20代,30代,40代,50代,60代,70代,80代,90代,100歳以上,不明,-,合計
2021-06-30,17.0,61.0,201.0,132.0,143.0,94.0,36.0,13.0,13.0,4.0,0.0,0.0,0.0,714.0
2021-07-01,27.0,48.0,208.0,155.0,96.0,89.0,28.0,14.0,7.0,2.0,0.0,0.0,0.0,674.0
2021-07-02,30.0,43.0,221.0,113.0,102.0,94.0,30.0,16.0,9.0,2.0,0.0,0.0,0.0,660.0
2021-07-03,20.0,45.0,246.0,166.0,109.0,71.0,30.0,10.0,15.0,3.0,0.0,0.0,0.0,715.0
2021-07-04,22.0,38.0,168.0,118.0,95.0,44.0,20.0,9.0,3.0,1.0,0.0,0.0,0.0,518.0
2021-07-05,7.0,26.0,101.0,61.0,62.0,39.0,25.0,7.0,11.0,3.0,0.0,0.0,0.0,342.0
2021-07-06,21.0,29.0,169.0,129.0,107.0,96.0,25.0,12.0,4.0,0.0,0.0,0.0,0.0,592.0
2021-07-07,53.0,70.0,265.0,191.0,181.0,103.0,39.0,12.0,6.0,0.0,0.0,0.0,0.0,920.0
2021-07-08,34.0,62.0,260.0,193.0,161.0,113.0,40.0,23.0,10.0,0.0,0.0,0.0,0.0,896.0
2021-07-09,35.0,46.0,271.0,157.0,147.0,113.0,35.0,14.0,4.0,1.0,0.0,0.0,0.0,823.0
2021-07-10,35.0,67.0,302.0,186.0,171.0,107.0,44.0,20.0,16.0,3.0,0.0,0.0,0.0,951.0
2021-07-11,24.0,50.0,207.0,119.0,109.0,64.0,21.0,12.0,6.0,1.0,0.0,0.0,0.0,613.0
2021-07-12,25.0,33.0,172.0,102.0,92.0,50.0,16.0,8.0,3.0,2.0,0.0,0.0,0.0,503.0
2021-07-13,17.0,53.0,257.0,175.0,144.0,113.0,39.0,21.0,7.0,3.0,0.0,0.0,0.0,829.0
2021-07-14,72.0,98.0,327.0,214.0,209.0,140.0,57.0,15.0,18.0,0.0,0.0,0.0,0.0,1150.0
2021-07-15,49.0,103.0,450.0,256.0,212.0,153.0,50.0,21.0,10.0,5.0,0.0,0.0,0.0,1309.0
2021-07-16,53.0,109.0,432.0,265.0,201.0,142.0,40.0,17.0,9.0,3.0,1.0,0.0,0.0,1272.0
2021-07-17,60.0,110.0,470.0,311.0,232.0,149.0,51.0,17.0,9.0,1.0,1.0,0.0,0.0,1411.0
2021-07-18,43.0,65.0,326.0,203.0,186.0,123.0,26.0,20.0,14.0,2.0,0.0,0.0,0.0,1008.0
2021-07-19,45.0,48.0,204.0,173.0,127.0,82.0,29.0,11.0,7.0,1.0,0.0,0.0,0.0,727.0
2021-07-20,75.0,78.0,448.0,301.0,234.0,181.0,45.0,21.0,6.0,2.0,0.0,0.0,0.0,1391.0
2021-07-21,76.0,130.0,582.0,412.0,294.0,233.0,64.0,25.0,13.0,9.0,1.0,0.0,0.0,1839.0
2021-07-22,95.0,161.0,659.0,400.0,315.0,246.0,56.0,38.0,11.0,2.0,1.0,0.0,0.0,1984.0
2021-07-23,73.0,111.0,496.0,276.0,206.0,142.0,37.0,11.0,13.0,2.0,0.0,0.0,0.0,1367.0
2021-07-24,61.0,98.0,387.0,255.0,168.0,118.0,34.0,17.0,8.0,2.0,0.0,0.0,0.0,1148.0
2021-07-25,83.0,167.0,585.0,373.0,309.0,183.0,49.0,20.0,12.0,3.0,1.0,0.0,0.0,1785.0
2021-07-26,47.0,139.0,497.0,316.0,235.0,161.0,36.0,10.0,6.0,2.0,0.0,0.0,0.0,1449.0
2021-07-27,97.0,278.0,970.0,617.0,474.0,303.0,93.0,25.0,23.0,8.0,1.0,0.0,0.0,2889.0
2021-07-28,138.0,251.0,1097.0,694.0,499.0,380.0,102.0,37.0,26.0,9.0,1.0,0.0,0.0,3234.0
2021-07-29,119.0,330.0,1439.0,795.0,620.0,414.0,123.0,45.0,31.0,3.0,1.0,0.0,0.0,3920.0
2021-07-30,112.0,278.0,1247.0,744.0,527.0,332.0,87.0,30.0,22.0,7.0,0.0,0.0,0.0,3386.0
2021-07-31,157.0,362.0,1514.0,909.0,596.0,403.0,129.0,45.0,19.0,8.0,1.0,0.0,0.0,4143.0
2021-08-01,104.0,279.0,1177.0,653.0,438.0,333.0,81.0,37.0,25.0,6.0,1.0,0.0,0.0,3134.0
2021-08-02,95.0,175.0,805.0,536.0,349.0,228.0,54.0,25.0,13.0,2.0,0.0,0.0,0.0,2282.0
2021-08-03,161.0,329.0,1241.0,870.0,604.0,413.0,104.0,44.0,23.0,8.0,1.0,0.0,0.0,3798.0
2021-08-04,179.0,351.0,1432.0,915.0,681.0,509.0,143.0,58.0,37.0,10.0,1.0,0.0,0.0,4316.0
2021-08-05,234.0,451.0,1631.0,1148.0,828.0,561.0,150.0,75.0,53.0,16.0,1.0,0.0,1.0,5149.0
2021-08-06,199.0,382.0,1580.0,994.0,761.0,512.0,146.0,63.0,40.0,10.0,1.0,0.0,0.0,4688.0
2021-08-07,213.0,424.0,1502.0,996.0,687.0,548.0,164.0,67.0,40.0,10.0,1.0,0.0,0.0,4652.0
2021-08-08,195.0,358.0,1386.0,815.0,695.0,481.0,122.0,54.0,27.0,5.0,1.0,0.0,0.0,4139.0
2021-08-09,143.0,268.0,1019.0,588.0,449.0,325.0,108.0,36.0,29.0,7.0,0.0,0.0,0.0,2972.0
2021-08-10,113.0,240.0,895.0,594.0,444.0,314.0,91.0,42.0,31.0,11.0,0.0,0.0,0.0,2775.0
2021-08-11,214.0,410.0,1342.0,909.0,762.0,518.0,151.0,62.0,44.0,9.0,3.0,0.0,1.0,4425.0
2021-08-12,240.0,484.0,1540.0,1065.0,884.0,646.0,150.0,61.0,48.0,14.0,1.0,0.0,0.0,5133.0
2021-08-13,279.0,534.0,1845.0,1234.0,980.0,703.0,193.0,75.0,51.0,14.0,0.0,0.0,0.0,5908.0
2021-08-14,279.0,482.0,1626.0,1109.0,842.0,601.0,168.0,66.0,49.0,26.0,1.0,0.0,0.0,5249.0
2021-08-15,216.0,419.0,1341.0,888.0,714.0,515.0,154.0,64.0,36.0,10.0,1.0,0.0,0.0,4358.0
2021-08-16,168.0,297.0,980.0,609.0,480.0,366.0,104.0,49.0,41.0,23.0,2.0,0.0,0.0,3119.0
2021-08-17,207.0,436.0,1376.0,941.0,765.0,527.0,160.0,69.0,40.0,13.0,0.0,0.0,0.0,4534.0
2021-08-18,271.0,511.0,1727.0,1175.0,912.0,629.0,183.0,82.0,55.0,21.0,1.0,0.0,0.0,5567.0
2021-08-19,327.0,564.0,1736.0,1143.0,943.0,639.0,184.0,120.0,57.0,16.0,0.0,0.0,0.0,5729.0
2021-08-20,307.0,534.0,1733.0,1102.0,911.0,572.0,174.0,105.0,65.0,24.0,2.0,0.0,0.0,5529.0
2021-08-21,350.0,585.0,1656.0,1001.0,771.0,562.0,159.0,90.0,58.0,15.0,0.0,0.0,0.0,5247.0
2021-08-22,281.0,488.0,1355.0,858.0,722.0,450.0,119.0,86.0,64.0,19.0,6.0,0.0,0.0,4448.0
2021-08-23,138.0,288.0,777.0,523.0,402.0,251.0,93.0,42.0,15.0,5.0,2.0,0.0,1.0,2537.0
2021-08-24,255.0,444.0,1313.0,905.0,692.0,441.0,133.0,86.0,45.0,13.0,1.0,0.0,0.0,4328.0
2021-08-25,313.0,424.0,1214.0,913.0,680.0,503.0,119.0,88.0,60.0,20.0,0.0,0.0,0.0,4334.0
2021-08-26,327.0,485.0,1350.0,923.0,827.0,515.0,161.0,108.0,67.0,18.0,2.0,0.0,0.0,4783.0
2021-08-27,349.0,439.0,1233.0,806.0,712.0,502.0,157.0,98.0,44.0,8.0,2.0,0.0,0.0,4350.0
2021-08-28,272.0,381.0,1014.0,725.0,596.0,445.0,130.0,74.0,42.0,12.0,0.0,0.0,0.0,3691.0
2021-08-29,217.0,371.0,825.0,602.0,535.0,346.0,113.0,75.0,27.0,12.0,1.0,0.0,0.0,3124.0
2021-08-30,122.0,206.0,567.0,375.0,322.0,228.0,72.0,39.0,27.0,11.0,0.0,0.0,0.0,1969.0
2021-08-31,217.0,273.0,795.0,591.0,498.0,336.0,117.0,54.0,31.0,14.0,0.0,0.0,0.0,2926.0
2021-09-01,258.0,317.0,837.0,667.0,507.0,351.0,103.0,77.0,44.0,15.0,0.0,0.0,0.0,3176.0
2021-09-02,258.0,331.0,790.0,630.0,487.0,386.0,108.0,69.0,30.0,8.0,0.0,0.0,0.0,3097.0
2021-09-03,240.0,271.0,664.0,476.0,404.0,282.0,103.0,59.0,29.0,6.0,0.0,0.0,0.0,2534.0
2021-09-04,209.0,222.0,642.0,471.0,354.0,272.0,97.0,59.0,33.0,11.0,0.0,0.0,0.0,2370.0
2021-09-05,184.0,215.0,488.0,328.0,289.0,192.0,81.0,38.0,33.0,5.0,1.0,0.0,0.0,1854.0
2021-09-06,95.0,89.0,246.0,190.0,189.0,104.0,36.0,14.0,9.0,1.0,1.0,0.0,0.0,974.0
2021-09-07,161.0,130.0,441.0,308.0,254.0,189.0,77.0,40.0,29.0,5.0,0.0,0.0,0.0,1634.0
2021-09-08,157.0,196.0,446.0,363.0,323.0,206.0,63.0,57.0,24.0,5.0,0.0,0.0,0.0,1840.0
2021-09-09,149.0,150.0,406.0,348.0,286.0,165.0,79.0,47.0,36.0,11.0,0.0,0.0,0.0,1677.0
2021-09-10,106.0,97.0,334.0,222.0,211.0,142.0,65.0,49.0,16.0,4.0,0.0,0.0,0.0,1246.0
2021-09-11,134.0,127.0,315.0,253.0,190.0,132.0,52.0,41.0,23.0,9.0,0.0,0.0,0.0,1276.0
2021-09-12,111.0,139.0,258.0,186.0,184.0,105.0,36.0,29.0,21.0,3.0,0.0,0.0,0.0,1072.0
2021-09-13,53.0,62.0,167.0,114.0,93.0,73.0,23.0,20.0,7.0,3.0,0.0,0.0,0.0,615.0
2021-09-14,94.0,81.0,261.0,200.0,168.0,114.0,39.0,27.0,22.0,5.0,0.0,0.0,0.0,1011.0
2021-09-15,79.0,78.0,269.0,214.0,189.0,135.0,46.0,24.0,16.0,8.0,0.0,0.0,0.0,1058.0
2021-09-16,77.0,61.0,213.0,144.0,145.0,103.0,36.0,24.0,24.0,5.0,0.0,0.0,0.0,832.0
2021-09-17,85.0,78.0,191.0,146.0,126.0,85.0,36.0,26.0,13.0,3.0,1.0,0.0,0.0,790.0
2021-09-18,83.0,81.0,249.0,164.0,118.0,96.0,36.0,27.0,9.0,2.0,0.0,0.0,0.0,865.0
2021-09-19,57.0,72.0,128.0,100.0,95.0,47.0,23.0,20.0,19.0,2.0,0.0,0.0,0.0,563.0
2021-09-20,21.0,27.0,88.0,56.0,42.0,26.0,12.0,11.0,14.0,4.0,0.0,0.0,0.0,301.0
2021-09-21,15.0,21.0,89.0,55.0,33.0,15.0,14.0,8.0,7.0,1.0,0.0,0.0,0.0,258.0
2021-09-22,38.0,48.0,136.0,105.0,90.0,69.0,26.0,13.0,9.0,4.0,0.0,0.0,0.0,538.0
2021-09-23,46.0,51.0,132.0,99.0,85.0,64.0,21.0,20.0,15.0,0.0,0.0,0.0,0.0,533.0
2021-09-24,16.0,26.0,63.0,42.0,36.0,30.0,13.0,7.0,6.0,0.0,0.0,0.0,0.0,239.0
2021-09-25,33.0,30.0,94.0,68.0,55.0,49.0,22.0,18.0,9.0,4.0,0.0,0.0,0.0,382.0
2021-09-26,35.0,31.0,76.0,60.0,40.0,28.0,16.0,12.0,3.0,1.0,0.0,0.0,0.0,302.0
2021-09-27,9.0,16.0,38.0,29.0,31.0,16.0,5.0,5.0,5.0,1.0,0.0,0.0,0.0,155.0
2021-09-28,13.0,19.0,83.0,38.0,41.0,28.0,7.0,8.0,12.0,1.0,0.0,0.0,0.0,250.0
2021-09-29,18.0,22.0,60.0,64.0,38.0,30.0,15.0,11.0,7.0,3.0,0.0,0.0,0.0,268.0
2021-09-30,14.0,18.0,64.0,37.0,30.0,26.0,11.0,9.0,5.0,4.0,1.0,0.0,0.0,219.0
2021-10-01,14.0,18.0,51.0,35.0,25.0,20.0,16.0,8.0,6.0,3.0,0.0,0.0,0.0,196.0
2021-10-02,17.0,11.0,53.0,25.0,26.0,26.0,10.0,11.0,7.0,10.0,1.0,0.0,0.0,197.0
2021-10-03,5.0,16.0,49.0,32.0,19.0,12.0,8.0,6.0,11.0,3.0,0.0,0.0,0.0,161.0
2021-10-04,5.0,3.0,24.0,13.0,17.0,10.0,11.0,2.0,2.0,0.0,0.0,0.0,0.0,87.0
2021-10-05,20.0,6.0,31.0,28.0,23.0,19.0,7.0,2.0,4.0,0.0,0.0,0.0,0.0,140.0
2021-10-06,16.0,14.0,41.0,29.0,19.0,16.0,3.0,3.0,7.0,1.0,0.0,0.0,0.0,149.0
2021-10-07,11.0,9.0,31.0,32.0,15.0,17.0,11.0,8.0,7.0,2.0,0.0,0.0,0.0,143.0
2021-10-08,16.0,14.0,30.0,26.0,21.0,12.0,4.0,7.0,4.0,1.0,0.0,0.0,0.0,135.0
2021-10-09,8.0,11.0,20.0,16.0,8.0,5.0,5.0,5.0,3.0,1.0,0.0,0.0,0.0,82.0
2021-10-10,7.0,6.0,11.0,8.0,9.0,7.0,1.0,7.0,2.0,1.0,0.0,0.0,0.0,59.0
2021-10-11,6.0,4.0,10.0,10.0,7.0,8.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,49.0
2021-10-12,9.0,8.0,18.0,13.0,7.0,9.0,4.0,2.0,1.0,2.0,0.0,0.0,0.0,73.0
2021-10-13,6.0,8.0,14.0,12.0,8.0,10.0,4.0,4.0,2.0,3.0,0.0,0.0,0.0,71.0
2021-10-14,6.0,7.0,12.0,9.0,13.0,6.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,61.0
2021-10-15,7.0,4.0,16.0,8.0,8.0,3.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,57.0
2021-10-16,2.0,2.0,13.0,14.0,12.0,4.0,5.0,8.0,3.0,2.0,0.0,0.0,0.0,65.0
2021-10-17,5.0,2.0,8.0,7.0,5.0,4.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,38.0
2021-10-18,5.0,1.0,7.0,6.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,28.0
2021-10-19,5.0,4.0,7.0,4.0,4.0,6.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,34.0
2021-10-20,1.0,2.0,8.0,7.0,6.0,4.0,2.0,1.0,5.0,2.0,1.0,0.0,0.0,39.0
2021-10-21,4.0,4.0,5.0,6.0,8.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,36.0
2021-10-22,1.0,1.0,9.0,6.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,25.0
2021-10-23,3.0,1.0,10.0,5.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0
2021-10-24,1.0,0.0,5.0,4.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,16.0
2021-10-25,2.0,2.0,5.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,17.0
2021-10-26,5.0,1.0,12.0,3.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,28.0
2021-10-27,0.0,3.0,11.0,9.0,6.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,36.0
2021-10-28,0.0,1.0,6.0,7.0,0.0,1.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,21.0
2021-10-29,2.0,2.0,7.0,2.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0
2021-10-30,2.0,0.0,4.0,5.0,2.0,2.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,21.0
2021-10-31,2.0,3.0,3.0,5.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0
2021-11-01,1.0,0.0,0.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0
2021-11-02,2.0,2.0,6.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0
2021-11-03,2.0,1.0,2.0,6.0,6.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,25.0
2021-11-04,2.0,0.0,1.0,2.0,2.0,1.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,14.0
2021-11-05,4.0,3.0,4.0,5.0,2.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,25.0
2021-11-06,3.0,3.0,10.0,4.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,29.0
2021-11-07,3.0,2.0,5.0,2.0,6.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,21.0
2021-11-08,4.0,2.0,3.0,1.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0
2021-11-09,4.0,1.0,8.0,7.0,2.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,30.0
2021-11-10,5.0,3.0,6.0,3.0,3.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,25.0
2021-11-11,1.0,5.0,8.0,6.0,4.0,0.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,31.0
2021-11-12,1.0,3.0,9.0,4.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,22.0
2021-11-13,2.0,4.0,5.0,5.0,3.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,24.0
2021-11-14,0.0,3.0,5.0,5.0,3.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,22.0
2021-11-15,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0
2021-11-16,0.0,0.0,5.0,3.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0
2021-11-17,3.0,0.0,10.0,2.0,3.0,4.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,27.0
2021-11-18,3.0,5.0,1.0,5.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
2021-11-19,0.0,1.0,5.0,3.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0
2021-11-20,1.0,1.0,6.0,2.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,16.0
2021-11-21,0.0,4.0,4.0,2.0,2.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,20.0
2021-11-22,0.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0
2021-11-23,2.0,2.0,2.0,3.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
2021-11-24,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
2021-11-25,5.0,2.0,5.0,7.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,27.0
2021-11-26,2.0,1.0,6.0,1.0,3.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,19.0
2021-11-27,1.0,1.0,10.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0
2021-11-28,0.0,0.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0
2021-11-29,0.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
2021-11-30,1.0,8.0,6.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,21.0
2021-12-01,2.0,0.0,6.0,2.0,6.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,21.0
2021-12-02,1.0,0.0,5.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
2021-12-03,0.0,3.0,5.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,14.0
2021-12-04,1.0,3.0,3.0,3.0,4.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,19.0
2021-12-05,0.0,1.0,4.0,2.0,6.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0
2021-12-06,0.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0
2021-12-07,1.0,3.0,3.0,3.0,2.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,19.0
2021-12-08,1.0,4.0,6.0,2.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0
2021-12-09,2.0,3.0,2.0,2.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0
